work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2020,data analyst  (remote),analysis,us dolars,110442,33543,us,mi,pt,remote,de,m
2021,data scientist  in office,data science,gbp,150550,166663,mx,en,fl,hybrid,in,l
2022,statistician,analysis,inr,44425,86395,jp,se,pt,in-person,jp,l
2021,data engineer  (remote),engineering,jpy,81481,59055,uk,mi,fl,remote,jp,s
2021,data engineer  in office,analysis,eur,107347,36116,uk,se,fl,in-person,de,l
2022,data scientist,data science,inr,102317,85485,de,en,ft,remote,cn,m
2021,statistician,ml/ai,gbp,80530,163479,in,en,ft,hybrid,mx,s
2021,data engineer  in office,ml/ai,gbp,111099,192666,mx,se,pt,remote,mx,s
2022,statistician,unknown,unknown,55888,96421,us,unknown,fl,in-person,mx,unknown
2021,data engineer  in office,data science,inr,188563,65411,mx,mi,pt,remote,mx,m
2022,statistician  in office,analysis,us dolars,193424,154115,uk,se,ft,hybrid,us,l
2021,machine learning engineer  in office,ml/ai,eur,182748,129772,de,se,ft,hybrid,in,m
2022,statistician,ml/ai,us dolars,95836,120121,de,en,ft,in-person,in,s
2022,statistician,ml/ai,eur,198535,153671,de,mi,ft,remote,mx,l
2021,machine learning engineer  (remote),data science,us dolars,78990,187310,in,se,pt,in-person,cn,m
2021,data analyst  in office,data science,us dolars,116544,134627,uk,en,pt,in-person,uk,s
2020,data scientist  in office,data science,jpy,93627,196268,jp,en,ft,hybrid,uk,m
2020,data analyst  in office,data science,gbp,181293,42738,jp,mi,pt,remote,mx,s
2020,data engineer  (remote),data science,jpy,158345,144183,de,mi,ft,hybrid,us,s
2022,data analyst,engineering,eur,102843,45772,de,en,ft,hybrid,us,s
2021,statistician,analysis,eur,59251,95270,in,mi,ft,hybrid,de,m
2022,data analyst  in office,engineering,gbp,104418,184564,de,ex,pt,remote,cn,m
2020,data scientist  in office,ml/ai,eur,82620,84979,cn,ex,pt,hybrid,uk,m
2021,data scientist,engineering,gbp,40040,143585,uk,en,fl,hybrid,in,m
2022,data analyst  in office,data science,eur,167041,197927,de,se,pt,hybrid,cn,m
2021,data scientist,engineering,inr,43162,167300,de,en,pt,remote,uk,l
2022,data scientist  (remote),data science,us dolars,95435,181117,uk,en,ct,remote,cn,s
2021,data analyst  in office,unknown,unknown,148504,54318,us,unknown,ft,in-person,de,unknown
2020,machine learning engineer,data science,gbp,104667,88458,cn,se,ft,hybrid,uk,l
2020,machine learning engineer,ml/ai,gbp,158658,174867,cn,ex,pt,hybrid,jp,l
2021,data engineer  (remote),data science,inr,35037,135856,jp,mi,pt,remote,mx,s
2022,data scientist  in office,engineering,us dolars,90526,115184,de,ex,fl,remote,de,s
2020,data analyst  (remote),ml/ai,us dolars,117914,158789,uk,mi,ct,hybrid,jp,s
2020,statistician,ml/ai,eur,122162,192632,mx,en,ft,in-person,de,s
2021,data scientist  (remote),analysis,jpy,89090,41282,mx,en,pt,hybrid,in,s
2021,data scientist  (remote),analysis,us dolars,163523,194903,in,mi,pt,in-person,de,s
2022,machine learning engineer  (remote),analysis,inr,95560,93073,mx,se,ct,in-person,de,l
2022,data analyst  in office,engineering,eur,167034,184115,mx,se,ft,hybrid,mx,m
2022,data scientist,engineering,inr,119552,82900,us,se,ct,in-person,de,s
2021,machine learning engineer  in office,ml/ai,jpy,46444,50929,de,se,ft,remote,de,l
2021,data engineer  in office,ml/ai,gbp,70443,65500,us,en,pt,hybrid,us,m
2022,machine learning engineer  (remote),ml/ai,inr,177578,31872,de,ex,ct,remote,jp,s
2022,machine learning engineer  in office,ml/ai,jpy,199456,198560,de,ex,fl,hybrid,de,l
2021,machine learning engineer  in office,data science,jpy,127229,97505,de,mi,pt,remote,de,m
2022,data scientist  (remote),analysis,jpy,142314,55460,us,se,fl,in-person,cn,s
2020,data scientist  (remote),data science,gbp,54248,42155,cn,en,fl,remote,us,s
2021,data engineer  (remote),data science,gbp,157521,172942,in,en,fl,remote,uk,l
2022,statistician,data science,gbp,98008,145006,cn,en,ft,remote,cn,s
2021,statistician,data science,eur,90309,123928,uk,mi,fl,remote,cn,l
2020,statistician  in office,unknown,unknown,73237,164789,uk,unknown,ft,remote,mx,unknown
2021,data engineer  in office,data science,gbp,156967,156075,mx,mi,ct,hybrid,mx,l
2021,statistician,ml/ai,gbp,196804,162446,cn,mi,pt,remote,us,m
2021,statistician  in office,engineering,inr,38104,182898,in,mi,ft,remote,us,l
2021,machine learning engineer  (remote),unknown,unknown,113230,145138,mx,unknown,ft,hybrid,mx,unknown
2020,data scientist,engineering,eur,120266,174499,in,en,ct,hybrid,us,s
2021,data scientist  in office,unknown,unknown,64980,94442,de,unknown,ct,in-person,cn,unknown
2021,machine learning engineer  in office,ml/ai,inr,104990,195780,de,ex,pt,remote,cn,l
2022,machine learning engineer  in office,engineering,us dolars,39554,130671,uk,en,ct,remote,mx,s
2021,machine learning engineer,analysis,gbp,121049,185343,de,se,ft,in-person,de,l
2022,data scientist,data science,jpy,192057,46631,mx,se,pt,remote,us,l
2020,statistician,ml/ai,jpy,78167,49887,de,mi,pt,in-person,us,s
2020,machine learning engineer  (remote),unknown,unknown,97238,55259,in,unknown,pt,hybrid,mx,unknown
2020,data engineer  in office,data science,us dolars,47038,127932,us,mi,fl,remote,cn,m
2020,machine learning engineer  in office,analysis,eur,183291,87987,cn,ex,fl,remote,cn,s
2022,data analyst  (remote),analysis,jpy,165343,49144,jp,mi,ft,hybrid,us,s
2021,machine learning engineer,unknown,unknown,57397,181908,jp,unknown,fl,remote,de,unknown
2020,data scientist,ml/ai,jpy,104491,74456,de,mi,ct,hybrid,in,l
2021,machine learning engineer,analysis,jpy,59602,197452,de,se,pt,hybrid,in,l
2022,data analyst  (remote),unknown,unknown,84471,150250,cn,unknown,ft,in-person,uk,unknown
2022,data engineer  in office,ml/ai,us dolars,127081,107735,jp,en,ct,hybrid,de,m
2022,statistician  (remote),ml/ai,jpy,53116,41569,in,mi,pt,in-person,cn,l
2020,machine learning engineer  in office,data science,eur,36674,155294,jp,en,ct,hybrid,us,l
2021,data analyst  in office,engineering,eur,178541,192254,jp,en,fl,in-person,mx,l
2021,data analyst  in office,ml/ai,gbp,35446,182721,mx,en,ct,in-person,us,m
2021,data engineer  (remote),engineering,jpy,154809,113731,jp,en,fl,in-person,us,l
2022,data scientist,engineering,jpy,50760,126132,de,ex,ct,in-person,in,l
2020,machine learning engineer,analysis,jpy,31963,130497,mx,ex,ft,remote,mx,m
2022,data analyst  (remote),ml/ai,jpy,138281,57003,de,mi,fl,hybrid,cn,m
2022,data engineer  in office,ml/ai,jpy,188334,177623,cn,mi,fl,hybrid,mx,l
2021,statistician  (remote),ml/ai,eur,35177,144432,jp,ex,pt,hybrid,us,s
2022,data analyst,engineering,us dolars,41160,184898,de,mi,fl,hybrid,us,s
2021,data engineer  (remote),data science,us dolars,132876,132486,cn,mi,pt,in-person,in,m
2020,data scientist  in office,engineering,gbp,37543,185801,jp,ex,fl,remote,us,l
2021,data scientist,ml/ai,eur,137211,164940,in,ex,fl,hybrid,mx,m
2020,data analyst  in office,ml/ai,jpy,69278,71274,de,mi,fl,hybrid,uk,m
2021,data analyst  (remote),ml/ai,us dolars,190679,68718,us,ex,fl,hybrid,cn,s
2022,machine learning engineer  in office,engineering,inr,178293,193425,cn,se,pt,in-person,mx,m
2022,data engineer  (remote),ml/ai,inr,164395,71682,de,en,ft,hybrid,jp,m
2020,data analyst,analysis,inr,82105,60653,in,en,ct,hybrid,mx,l
2020,machine learning engineer,ml/ai,jpy,106151,175213,in,se,fl,remote,mx,l
2020,machine learning engineer,data science,jpy,96968,172609,de,se,fl,in-person,uk,m
2021,data analyst  in office,analysis,gbp,184310,60401,uk,mi,ft,remote,de,m
2021,data scientist  (remote),ml/ai,gbp,93830,188459,cn,mi,pt,hybrid,mx,l
2020,data engineer  (remote),analysis,gbp,103967,111690,jp,en,ct,in-person,uk,s
2022,data engineer  (remote),ml/ai,inr,169402,130613,jp,mi,ft,hybrid,uk,l
2021,data scientist  in office,data science,jpy,38611,167702,in,en,ft,hybrid,mx,l
2021,data analyst  (remote),ml/ai,inr,43872,74293,de,mi,ft,in-person,mx,l
2021,data engineer,analysis,gbp,79455,184142,uk,mi,ft,remote,in,l
2020,data analyst  (remote),data science,jpy,64930,43416,cn,en,fl,in-person,de,l
2020,data analyst  in office,engineering,eur,102022,146711,us,se,ct,in-person,mx,s
2020,machine learning engineer,data science,us dolars,92714,145037,jp,se,fl,remote,cn,l
2020,data scientist,data science,us dolars,154906,120935,mx,mi,ft,in-person,mx,l
2020,data analyst  in office,data science,gbp,138722,169701,cn,se,ct,remote,cn,s
2022,statistician,analysis,inr,96704,38360,cn,mi,ft,remote,uk,m
2020,data engineer  in office,ml/ai,jpy,106441,70721,cn,ex,ft,in-person,uk,l
2021,machine learning engineer  (remote),data science,inr,141736,66069,jp,ex,ft,remote,us,m
2022,data engineer  in office,ml/ai,inr,118444,41227,jp,se,fl,remote,us,m
2022,data scientist  in office,ml/ai,gbp,134448,69587,us,en,ct,remote,de,s
2021,data engineer  (remote),unknown,unknown,39888,91720,de,unknown,ft,remote,de,unknown
2020,data engineer,analysis,inr,88765,106028,uk,en,pt,hybrid,uk,m
2021,machine learning engineer  (remote),data science,eur,45935,83651,jp,se,ct,in-person,de,m
2020,machine learning engineer  in office,data science,jpy,103002,81332,de,en,pt,hybrid,jp,m
2020,statistician  in office,ml/ai,gbp,110631,98201,cn,se,ft,remote,mx,l
2021,machine learning engineer  (remote),engineering,jpy,31320,185879,de,mi,fl,in-person,in,s
2020,data engineer,data science,us dolars,76032,73552,jp,ex,fl,hybrid,us,l
2022,machine learning engineer,analysis,eur,107763,153938,in,ex,ct,remote,jp,s
2020,data scientist  in office,data science,eur,178979,147230,jp,mi,ft,in-person,mx,l
2021,machine learning engineer  in office,analysis,jpy,68002,123758,in,en,pt,hybrid,mx,l
2021,data analyst,ml/ai,us dolars,68912,87300,cn,ex,ft,in-person,cn,s
2021,data scientist  in office,engineering,jpy,30552,56951,jp,se,pt,hybrid,in,l
2020,statistician,data science,inr,50140,50264,de,se,pt,in-person,jp,m
2021,data analyst,unknown,unknown,115591,49121,us,unknown,ct,in-person,mx,unknown
2020,data engineer,analysis,inr,54061,80539,cn,mi,ct,in-person,us,l
2022,data engineer  in office,engineering,us dolars,126590,191383,mx,ex,fl,in-person,uk,s
2020,data analyst  (remote),data science,eur,72124,180821,mx,en,ct,remote,in,s
2021,data analyst  (remote),ml/ai,gbp,163054,59218,de,ex,ct,hybrid,de,l
2021,data analyst,unknown,unknown,146322,74867,us,unknown,ct,in-person,us,unknown
2020,data scientist  in office,engineering,us dolars,136134,31316,cn,se,fl,hybrid,us,m
2022,data scientist  (remote),data science,inr,65765,67972,in,en,ct,in-person,jp,m
2021,data engineer  (remote),engineering,jpy,112606,116924,de,mi,pt,hybrid,de,m
2021,machine learning engineer,data science,us dolars,126422,122700,mx,en,pt,hybrid,jp,s
2021,data engineer,analysis,jpy,139910,159079,in,ex,ct,remote,cn,s
2021,data scientist  (remote),analysis,gbp,92349,169151,in,en,ct,hybrid,in,s
2022,data analyst,engineering,inr,130063,90887,in,en,fl,in-person,cn,l
2021,data scientist,engineering,gbp,93474,183484,us,en,pt,hybrid,de,l
2022,statistician,analysis,jpy,52592,157677,jp,mi,ft,hybrid,mx,l
2021,statistician,data science,us dolars,142196,175893,us,mi,fl,remote,de,m
2020,data scientist,analysis,eur,53618,103118,in,mi,ft,remote,cn,s
2020,data analyst,unknown,unknown,81632,104548,in,unknown,ct,in-person,in,unknown
2020,statistician,data science,inr,176481,194727,mx,se,pt,hybrid,uk,s
2022,data engineer  in office,data science,inr,39529,134319,jp,mi,ct,in-person,jp,l
2021,data engineer,analysis,gbp,152164,110066,mx,ex,pt,remote,mx,m
2020,data analyst  (remote),ml/ai,eur,54154,75221,jp,mi,ct,hybrid,jp,s
2022,data scientist,analysis,gbp,62882,117189,in,mi,ct,remote,cn,l
2021,statistician,ml/ai,jpy,74917,135812,jp,ex,pt,remote,us,s
2022,data scientist  (remote),analysis,eur,112488,122326,uk,en,pt,hybrid,us,s
2020,data engineer  (remote),engineering,jpy,45701,169972,mx,ex,ct,in-person,in,l
2020,statistician,data science,us dolars,98225,194557,mx,ex,ft,hybrid,us,m
2020,data scientist  in office,analysis,gbp,149278,43891,us,se,fl,remote,us,s
2022,machine learning engineer  (remote),engineering,inr,32988,138640,de,en,ft,remote,us,l
2022,data analyst  in office,analysis,eur,65919,176086,mx,ex,ft,remote,de,s
2020,data analyst,data science,gbp,39013,102083,jp,mi,ft,remote,de,s
2022,machine learning engineer,analysis,inr,164646,67964,jp,ex,ft,in-person,uk,s
2020,data engineer  (remote),ml/ai,us dolars,37838,74739,uk,se,pt,hybrid,de,m
2020,statistician  (remote),data science,eur,61368,146871,de,ex,ft,hybrid,mx,m
2021,data analyst  in office,ml/ai,jpy,62228,115799,uk,mi,fl,in-person,mx,m
2022,machine learning engineer,engineering,us dolars,76097,69459,de,en,pt,in-person,jp,m
2020,machine learning engineer  (remote),engineering,inr,189711,37045,mx,se,ft,remote,mx,l
2020,data engineer  (remote),analysis,eur,175895,73255,mx,en,pt,hybrid,cn,m
2022,data engineer  (remote),ml/ai,eur,184582,81965,us,se,ft,hybrid,uk,s
2021,data scientist  in office,ml/ai,us dolars,159802,31237,jp,mi,ft,hybrid,us,l
2021,data analyst,data science,eur,68333,160811,us,se,fl,in-person,jp,s
2020,data scientist  (remote),ml/ai,inr,34435,82195,de,en,pt,remote,uk,m
2021,statistician  (remote),data science,jpy,87955,66326,mx,ex,ct,hybrid,uk,s
2022,statistician,data science,us dolars,89507,166365,uk,en,ft,remote,jp,s
2022,data engineer  in office,ml/ai,us dolars,81033,55274,mx,ex,ft,in-person,uk,s
2020,statistician  in office,analysis,jpy,102972,180309,mx,en,fl,in-person,jp,m
2021,statistician,data science,inr,132012,123920,in,ex,fl,hybrid,uk,s
2020,statistician  in office,data science,gbp,77219,126529,uk,mi,pt,remote,uk,s
2021,machine learning engineer  in office,ml/ai,gbp,195549,179301,in,ex,fl,in-person,mx,s
2021,statistician  (remote),unknown,unknown,176595,108847,uk,unknown,pt,in-person,uk,unknown
2021,statistician  in office,data science,inr,62326,86718,de,mi,ft,in-person,jp,m
2021,statistician  (remote),ml/ai,eur,142626,98718,us,se,ft,in-person,uk,s
2021,data scientist  in office,data science,jpy,161197,79615,in,en,pt,remote,mx,l
2022,machine learning engineer  (remote),analysis,gbp,96735,148548,de,ex,fl,in-person,cn,l
2020,data engineer,analysis,inr,134396,101296,us,se,fl,in-person,cn,s
2022,data scientist,unknown,unknown,46375,102796,us,unknown,pt,remote,de,unknown
2021,data analyst  in office,data science,inr,163783,162987,jp,se,ft,hybrid,de,m
2020,machine learning engineer  (remote),engineering,inr,193509,104651,mx,mi,pt,hybrid,de,l
2021,machine learning engineer,engineering,gbp,189094,37076,jp,en,fl,in-person,de,m
2020,data analyst,ml/ai,gbp,39182,110350,mx,mi,pt,hybrid,de,s
2022,data analyst  in office,ml/ai,eur,123177,194155,jp,en,ft,remote,cn,l
2020,data analyst  (remote),data science,eur,125066,83918,in,se,ct,in-person,us,l
2020,data engineer  (remote),data science,jpy,154401,165865,in,mi,pt,remote,uk,m
2020,statistician,engineering,us dolars,118148,80528,mx,en,ct,hybrid,cn,s
2020,machine learning engineer  in office,unknown,unknown,133806,147503,us,unknown,pt,hybrid,cn,unknown
2020,statistician,data science,gbp,173992,96798,in,mi,fl,in-person,in,m
2021,statistician,unknown,unknown,52144,39319,us,unknown,fl,hybrid,us,unknown
2020,data analyst  in office,analysis,jpy,150270,174266,de,mi,ct,in-person,jp,s
2020,data engineer  in office,ml/ai,eur,163637,180381,uk,mi,pt,in-person,mx,s
2022,data scientist  in office,data science,inr,118909,56998,us,ex,fl,remote,us,s
2020,data engineer  (remote),data science,inr,185763,33468,us,se,ct,hybrid,in,m
2022,statistician  in office,ml/ai,eur,160661,142178,de,ex,ct,hybrid,cn,s
2021,data engineer  in office,unknown,unknown,63799,173723,mx,unknown,pt,in-person,us,unknown
2020,data analyst,engineering,us dolars,64510,181477,jp,se,fl,in-person,uk,l
2022,data scientist  in office,analysis,jpy,117919,175554,cn,se,ct,in-person,de,s
2022,data analyst  in office,data science,us dolars,143043,34409,mx,en,ft,in-person,uk,m
2021,data scientist,engineering,jpy,190047,96083,jp,se,ft,remote,us,m
2020,statistician  (remote),analysis,gbp,83242,115443,jp,mi,fl,hybrid,cn,m
2020,data scientist  in office,analysis,eur,76546,53426,mx,ex,fl,remote,cn,s
2022,data scientist,analysis,inr,184339,138025,mx,mi,ft,hybrid,in,m
2020,data scientist  (remote),engineering,jpy,99939,84757,us,mi,ct,remote,jp,s
2022,data engineer  (remote),engineering,us dolars,151265,175508,us,ex,pt,in-person,uk,s
2020,data engineer  in office,data science,jpy,34897,46490,in,mi,ct,remote,in,l
2022,statistician  (remote),data science,jpy,161235,82136,in,en,fl,remote,jp,l
2020,data scientist  in office,analysis,us dolars,82540,190034,uk,mi,fl,in-person,de,s
2021,machine learning engineer  (remote),analysis,us dolars,60030,190360,uk,mi,pt,in-person,uk,l
2020,statistician  (remote),engineering,eur,85313,52236,cn,ex,ct,hybrid,cn,m
2020,data scientist  (remote),engineering,inr,158070,175995,mx,mi,pt,hybrid,uk,s
2021,data scientist  in office,unknown,unknown,59870,174336,in,unknown,ct,remote,cn,unknown
2020,data engineer  (remote),data science,eur,146565,97147,mx,se,ct,remote,cn,m
2021,statistician,ml/ai,us dolars,154703,37928,us,se,ft,remote,de,s
2020,data scientist,data science,us dolars,190554,195630,de,en,ct,in-person,de,m
2022,data scientist  (remote),engineering,inr,192130,86369,in,ex,fl,hybrid,us,s
2022,statistician  in office,analysis,jpy,87255,96403,us,ex,fl,remote,jp,l
2020,machine learning engineer,ml/ai,eur,122407,127225,mx,ex,fl,hybrid,in,m
2020,statistician  (remote),data science,inr,147952,75213,in,en,ft,hybrid,mx,l
2020,statistician,data science,eur,187451,128631,jp,en,pt,in-person,mx,m
2022,machine learning engineer,engineering,jpy,139396,33816,in,mi,fl,in-person,de,m
2020,statistician,ml/ai,eur,53674,128162,mx,ex,fl,remote,us,m
2022,data scientist,data science,gbp,167662,196988,mx,en,pt,remote,jp,m
2022,machine learning engineer  (remote),engineering,us dolars,70426,172645,mx,se,ct,remote,uk,m
2022,data analyst,ml/ai,eur,79584,95364,jp,ex,pt,remote,us,l
2021,statistician  (remote),data science,inr,199087,174229,us,se,ct,hybrid,us,m
2022,data engineer,data science,inr,103251,39322,jp,mi,ct,hybrid,uk,s
2020,data scientist  in office,ml/ai,eur,99353,149024,in,mi,ct,in-person,mx,s
2020,data scientist  (remote),engineering,us dolars,125029,32482,jp,ex,pt,in-person,in,m
2022,data engineer  in office,ml/ai,us dolars,112990,65867,cn,en,pt,hybrid,mx,s
2020,data engineer  in office,ml/ai,eur,34600,109211,de,en,ct,in-person,de,m
2022,statistician,engineering,inr,185762,125956,jp,en,ft,in-person,cn,l
2020,data engineer,unknown,unknown,138286,138052,mx,unknown,ft,remote,uk,unknown
